image_name,piece_0_0,piece_0_1,piece_0_2,piece_0_3,piece_0_4,piece_1_0,piece_1_1,piece_1_2,piece_1_3,piece_1_4,piece_2_0,piece_2_1,piece_2_2,piece_2_3,piece_2_4,piece_3_0,piece_3_1,piece_3_2,piece_3_3,piece_3_4,piece_4_0,piece_4_1,piece_4_2,piece_4_3,piece_4_4
1631.jpg,"(4, 3)","(1, 3)","(2, 4)","(4, 2)","(2, 1)","(0, 3)","(0, 4)","(0, 1)","(1, 0)","(4, 1)","(0, 3)","(0, 4)","(0, 1)","(1, 0)","(4, 1)","(1, 2)","(4, 0)","(0, 0)","(3, 3)","(1, 1)","(3, 2)","(0, 2)","(4, 4)","(3, 1)","(3, 4)"
1632.jpg,"(2, 1)","(4, 3)","(3, 1)","(0, 2)","(0, 3)","(0, 0)","(0, 0)","(4, 4)","(2, 2)","(4, 2)","(0, 0)","(0, 0)","(4, 4)","(2, 2)","(4, 2)","(0, 0)","(1, 4)","(0, 4)","(3, 2)","(3, 3)","(1, 2)","(0, 1)","(0, 0)","(0, 0)","(2, 3)"
1633.jpg,"(3, 3)","(4, 4)","(0, 3)","(2, 3)","(3, 2)","(3, 4)","(4, 3)","(2, 4)","(1, 3)","(2, 2)","(3, 4)","(4, 3)","(2, 4)","(1, 3)","(2, 2)","(4, 2)","(4, 1)","(0, 0)","(4, 0)","(1, 1)","(2, 0)","(0, 0)","(1, 2)","(0, 0)","(0, 1)"
1634.jpg,"(3, 3)","(0, 0)","(1, 1)","(2, 0)","(1, 0)","(3, 4)","(0, 0)","(1, 2)","(2, 4)","(2, 3)","(3, 4)","(0, 0)","(1, 2)","(2, 4)","(2, 3)","(0, 0)","(1, 3)","(4, 2)","(2, 2)","(2, 1)","(3, 0)","(0, 4)","(0, 2)","(2, 4)","(4, 1)"
1635.jpg,"(2, 2)","(0, 0)","(4, 2)","(0, 0)","(2, 0)","(1, 1)","(1, 4)","(0, 3)","(2, 3)","(1, 3)","(1, 1)","(1, 4)","(0, 3)","(2, 3)","(1, 3)","(3, 1)","(4, 1)","(0, 4)","(3, 3)","(3, 2)","(0, 0)","(1, 0)","(0, 1)","(4, 3)","(2, 1)"
1636.jpg,"(1, 2)","(0, 1)","(1, 3)","(1, 0)","(2, 3)","(0, 2)","(2, 1)","(4, 0)","(2, 2)","(0, 0)","(0, 2)","(2, 1)","(4, 0)","(2, 2)","(0, 0)","(3, 4)","(3, 3)","(1, 4)","(3, 0)","(1, 1)","(4, 2)","(1, 4)","(4, 1)","(0, 4)","(0, 3)"
1637.jpg,"(0, 3)","(3, 2)","(4, 4)","(0, 0)","(2, 2)","(1, 3)","(4, 1)","(2, 1)","(0, 2)","(3, 0)","(1, 3)","(4, 1)","(2, 1)","(0, 2)","(3, 0)","(0, 0)","(3, 3)","(0, 1)","(1, 1)","(3, 1)","(0, 4)","(4, 0)","(2, 3)","(0, 0)","(4, 3)"
1638.jpg,"(1, 4)","(4, 3)","(4, 4)","(0, 4)","(4, 0)","(4, 1)","(3, 4)","(0, 0)","(0, 2)","(1, 3)","(4, 1)","(3, 4)","(0, 0)","(0, 2)","(1, 3)","(1, 4)","(3, 3)","(1, 1)","(2, 2)","(2, 4)","(1, 2)","(0, 4)","(0, 3)","(3, 2)","(4, 2)"
1639.jpg,"(0, 3)","(3, 2)","(4, 1)","(0, 0)","(1, 1)","(3, 4)","(2, 0)","(4, 2)","(1, 3)","(2, 0)","(3, 4)","(2, 0)","(4, 2)","(1, 3)","(2, 0)","(0, 2)","(2, 2)","(1, 0)","(0, 4)","(1, 2)","(0, 1)","(0, 0)","(2, 3)","(3, 3)","(4, 3)"
1640.jpg,"(3, 4)","(0, 4)","(2, 4)","(2, 0)","(2, 3)","(4, 4)","(0, 3)","(2, 2)","(1, 3)","(2, 1)","(4, 4)","(0, 3)","(2, 2)","(1, 3)","(2, 1)","(1, 0)","(0, 0)","(0, 1)","(3, 3)","(4, 3)","(1, 4)","(0, 0)","(0, 0)","(4, 2)","(4, 1)"
1641.jpg,"(3, 0)","(3, 2)","(4, 3)","(2, 4)","(0, 0)","(3, 3)","(2, 2)","(0, 3)","(2, 0)","(1, 2)","(3, 3)","(2, 2)","(0, 3)","(2, 0)","(1, 2)","(1, 1)","(0, 2)","(2, 1)","(0, 4)","(0, 0)","(2, 3)","(4, 2)","(0, 1)","(3, 1)","(0, 0)"
1642.jpg,"(3, 4)","(4, 4)","(0, 0)","(2, 0)","(1, 0)","(3, 1)","(0, 0)","(2, 2)","(1, 2)","(4, 1)","(3, 1)","(0, 0)","(2, 2)","(1, 2)","(4, 1)","(4, 2)","(0, 2)","(3, 2)","(1, 3)","(2, 1)","(0, 3)","(1, 1)","(0, 0)","(4, 0)","(0, 1)"
1643.jpg,"(1, 4)","(4, 2)","(4, 1)","(3, 4)","(4, 3)","(3, 2)","(0, 4)","(2, 2)","(2, 4)","(4, 4)","(3, 2)","(0, 4)","(2, 2)","(2, 4)","(4, 4)","(4, 0)","(0, 0)","(3, 3)","(1, 1)","(3, 0)","(2, 1)","(3, 1)","(2, 3)","(1, 2)","(0, 1)"
1644.jpg,"(0, 4)","(0, 3)","(4, 3)","(4, 1)","(2, 1)","(3, 3)","(0, 1)","(0, 0)","(1, 4)","(0, 0)","(3, 3)","(0, 1)","(0, 0)","(1, 4)","(0, 0)","(1, 3)","(1, 2)","(0, 4)","(3, 2)","(1, 1)","(2, 3)","(4, 2)","(0, 2)","(2, 2)","(3, 1)"
1645.jpg,"(2, 1)","(0, 1)","(2, 3)","(3, 3)","(4, 3)","(2, 0)","(4, 4)","(0, 0)","(3, 0)","(4, 4)","(2, 0)","(4, 4)","(0, 0)","(3, 0)","(4, 4)","(2, 2)","(0, 3)","(1, 2)","(1, 4)","(3, 2)","(0, 2)","(4, 2)","(3, 4)","(1, 1)","(3, 1)"
1646.jpg,"(4, 0)","(2, 3)","(3, 2)","(1, 0)","(3, 1)","(1, 1)","(4, 1)","(0, 1)","(0, 2)","(1, 2)","(1, 1)","(4, 1)","(0, 1)","(0, 2)","(1, 2)","(3, 4)","(1, 4)","(1, 3)","(4, 3)","(0, 3)","(2, 1)","(2, 0)","(4, 4)","(2, 4)","(2, 2)"
1647.jpg,"(0, 0)","(0, 0)","(1, 2)","(3, 3)","(0, 1)","(4, 3)","(2, 0)","(0, 0)","(1, 1)","(2, 1)","(4, 3)","(2, 0)","(0, 0)","(1, 1)","(2, 1)","(0, 3)","(2, 2)","(1, 0)","(0, 0)","(4, 0)","(4, 2)","(3, 1)","(3, 0)","(0, 0)","(1, 3)"
1648.jpg,"(3, 1)","(0, 3)","(1, 0)","(0, 0)","(3, 3)","(0, 0)","(1, 4)","(0, 1)","(4, 2)","(0, 2)","(0, 0)","(1, 4)","(0, 1)","(4, 2)","(0, 2)","(4, 1)","(3, 0)","(4, 3)","(0, 4)","(2, 2)","(2, 4)","(2, 0)","(1, 1)","(1, 2)","(4, 4)"
1649.jpg,"(4, 4)","(4, 1)","(4, 3)","(4, 2)","(0, 1)","(2, 4)","(2, 1)","(0, 3)","(2, 2)","(3, 3)","(2, 4)","(2, 1)","(0, 3)","(2, 2)","(3, 3)","(3, 2)","(0, 2)","(1, 1)","(0, 4)","(0, 4)","(0, 0)","(3, 4)","(2, 3)","(1, 3)","(1, 2)"
1650.jpg,"(0, 4)","(1, 3)","(1, 2)","(4, 3)","(2, 4)","(4, 2)","(4, 2)","(1, 1)","(0, 0)","(0, 0)","(4, 2)","(4, 2)","(1, 1)","(0, 0)","(0, 0)","(2, 3)","(4, 1)","(3, 2)","(3, 3)","(0, 2)","(1, 0)","(0, 1)","(3, 0)","(4, 4)","(2, 0)"
1651.jpg,"(3, 0)","(0, 0)","(4, 1)","(4, 0)","(3, 1)","(2, 0)","(1, 3)","(0, 3)","(1, 1)","(1, 2)","(2, 0)","(1, 3)","(0, 3)","(1, 1)","(1, 2)","(0, 0)","(0, 1)","(4, 2)","(2, 2)","(3, 2)","(0, 2)","(1, 4)","(2, 3)","(4, 3)","(0, 4)"
1652.jpg,"(2, 2)","(3, 2)","(1, 3)","(4, 0)","(3, 3)","(0, 4)","(1, 1)","(4, 2)","(1, 4)","(1, 2)","(0, 4)","(1, 1)","(4, 2)","(1, 4)","(1, 2)","(1, 0)","(0, 2)","(0, 0)","(2, 4)","(2, 0)","(3, 0)","(0, 4)","(2, 3)","(4, 1)","(4, 3)"
1653.jpg,"(0, 1)","(2, 4)","(3, 1)","(3, 0)","(4, 4)","(4, 2)","(0, 4)","(1, 3)","(4, 3)","(0, 0)","(4, 2)","(0, 4)","(1, 3)","(4, 3)","(0, 0)","(3, 4)","(0, 3)","(3, 3)","(3, 2)","(1, 1)","(4, 1)","(0, 0)","(2, 0)","(0, 2)","(2, 2)"
1654.jpg,"(0, 0)","(3, 2)","(3, 0)","(4, 1)","(2, 0)","(1, 2)","(3, 1)","(4, 0)","(1, 3)","(4, 2)","(1, 2)","(3, 1)","(4, 0)","(1, 3)","(4, 2)","(4, 0)","(0, 3)","(2, 4)","(0, 2)","(0, 0)","(4, 4)","(0, 0)","(1, 1)","(2, 3)","(0, 3)"
1655.jpg,"(4, 0)","(1, 0)","(0, 3)","(3, 4)","(4, 4)","(1, 4)","(3, 0)","(0, 1)","(3, 0)","(4, 1)","(1, 4)","(3, 0)","(0, 1)","(3, 0)","(4, 1)","(2, 1)","(0, 0)","(1, 1)","(3, 3)","(1, 3)","(2, 3)","(3, 2)","(0, 4)","(0, 2)","(2, 4)"
1656.jpg,"(0, 0)","(4, 1)","(0, 4)","(0, 1)","(2, 0)","(3, 2)","(0, 0)","(1, 1)","(0, 0)","(3, 3)","(3, 2)","(0, 0)","(1, 1)","(0, 0)","(3, 3)","(4, 3)","(0, 0)","(4, 2)","(3, 0)","(0, 2)","(2, 1)","(0, 3)","(0, 0)","(3, 1)","(1, 3)"
1657.jpg,"(0, 4)","(2, 3)","(0, 1)","(4, 1)","(3, 0)","(3, 3)","(2, 4)","(1, 1)","(1, 4)","(4, 0)","(3, 3)","(2, 4)","(1, 1)","(1, 4)","(4, 0)","(0, 3)","(4, 3)","(2, 0)","(4, 4)","(2, 1)","(4, 2)","(2, 2)","(1, 0)","(3, 2)","(3, 1)"
1658.jpg,"(3, 3)","(1, 2)","(4, 1)","(3, 2)","(0, 4)","(1, 4)","(0, 3)","(1, 0)","(2, 0)","(0, 0)","(1, 4)","(0, 3)","(1, 0)","(2, 0)","(0, 0)","(0, 2)","(4, 3)","(4, 0)","(4, 1)","(2, 3)","(0, 4)","(2, 1)","(3, 1)","(4, 2)","(0, 1)"
1659.jpg,"(0, 3)","(1, 4)","(2, 1)","(0, 0)","(1, 2)","(1, 0)","(2, 2)","(0, 0)","(4, 2)","(2, 3)","(1, 0)","(2, 2)","(0, 0)","(4, 2)","(2, 3)","(4, 1)","(3, 0)","(0, 2)","(1, 1)","(4, 3)","(3, 3)","(0, 1)","(4, 0)","(2, 4)","(1, 3)"
1660.jpg,"(1, 3)","(2, 4)","(1, 4)","(3, 2)","(3, 3)","(0, 1)","(3, 4)","(1, 0)","(4, 2)","(0, 3)","(0, 1)","(3, 4)","(1, 0)","(4, 2)","(0, 3)","(0, 4)","(3, 1)","(4, 1)","(0, 0)","(2, 0)","(2, 2)","(2, 3)","(1, 1)","(0, 0)","(4, 3)"
1661.jpg,"(2, 3)","(1, 4)","(0, 4)","(2, 1)","(3, 3)","(3, 2)","(4, 1)","(0, 0)","(3, 4)","(3, 0)","(3, 2)","(4, 1)","(0, 0)","(3, 4)","(3, 0)","(1, 2)","(3, 1)","(0, 1)","(4, 0)","(0, 2)","(4, 3)","(2, 2)","(0, 0)","(0, 0)","(2, 4)"
1662.jpg,"(1, 4)","(2, 0)","(4, 2)","(0, 0)","(1, 0)","(4, 0)","(3, 4)","(3, 3)","(4, 3)","(0, 2)","(4, 0)","(3, 4)","(3, 3)","(4, 3)","(0, 2)","(3, 1)","(3, 0)","(4, 1)","(2, 3)","(2, 4)","(1, 2)","(2, 2)","(2, 1)","(0, 1)","(3, 2)"
1663.jpg,"(0, 2)","(1, 0)","(4, 1)","(0, 3)","(0, 0)","(2, 1)","(4, 2)","(2, 2)","(0, 1)","(2, 0)","(2, 1)","(4, 2)","(2, 2)","(0, 1)","(2, 0)","(2, 4)","(4, 0)","(3, 4)","(3, 0)","(3, 2)","(1, 2)","(2, 3)","(1, 3)","(4, 3)","(0, 4)"
1664.jpg,"(2, 4)","(2, 1)","(3, 2)","(3, 0)","(3, 1)","(4, 2)","(1, 4)","(3, 4)","(1, 3)","(1, 2)","(4, 2)","(1, 4)","(3, 4)","(1, 3)","(1, 2)","(2, 2)","(0, 4)","(0, 0)","(0, 2)","(4, 4)","(0, 0)","(2, 3)","(4, 1)","(4, 3)","(4, 0)"
1665.jpg,"(2, 4)","(1, 2)","(0, 0)","(2, 1)","(1, 1)","(3, 1)","(0, 0)","(4, 0)","(2, 0)","(4, 3)","(3, 1)","(0, 0)","(4, 0)","(2, 0)","(4, 3)","(2, 3)","(3, 3)","(2, 2)","(0, 2)","(1, 0)","(1, 3)","(4, 2)","(4, 4)","(0, 0)","(4, 1)"
1666.jpg,"(3, 2)","(0, 0)","(0, 3)","(4, 2)","(1, 0)","(1, 4)","(2, 0)","(3, 4)","(2, 1)","(3, 4)","(1, 4)","(2, 0)","(3, 4)","(2, 1)","(3, 4)","(3, 1)","(2, 2)","(0, 0)","(1, 3)","(2, 3)","(3, 3)","(4, 0)","(0, 1)","(0, 2)","(0, 4)"
1667.jpg,"(4, 1)","(3, 2)","(1, 1)","(0, 2)","(0, 0)","(0, 0)","(4, 2)","(1, 4)","(4, 0)","(3, 1)","(0, 0)","(4, 2)","(1, 4)","(4, 0)","(3, 1)","(1, 4)","(3, 3)","(1, 3)","(0, 1)","(3, 0)","(2, 3)","(0, 0)","(2, 4)","(2, 2)","(1, 0)"
1668.jpg,"(4, 0)","(0, 2)","(0, 1)","(1, 0)","(0, 3)","(4, 4)","(3, 1)","(3, 2)","(4, 3)","(0, 0)","(4, 4)","(3, 1)","(3, 2)","(4, 3)","(0, 0)","(2, 1)","(0, 0)","(2, 4)","(1, 3)","(3, 3)","(0, 0)","(3, 4)","(4, 2)","(2, 3)","(0, 4)"
1669.jpg,"(0, 0)","(3, 3)","(3, 1)","(4, 4)","(0, 0)","(1, 3)","(0, 3)","(1, 2)","(0, 1)","(4, 2)","(1, 3)","(0, 3)","(1, 2)","(0, 1)","(4, 2)","(2, 2)","(0, 2)","(2, 1)","(0, 0)","(4, 3)","(2, 4)","(3, 2)","(1, 1)","(3, 4)","(0, 0)"
1670.jpg,"(3, 3)","(0, 0)","(0, 1)","(2, 2)","(4, 2)","(0, 0)","(4, 3)","(0, 0)","(0, 0)","(1, 2)","(0, 0)","(4, 3)","(0, 0)","(0, 0)","(1, 2)","(1, 1)","(2, 1)","(0, 0)","(2, 0)","(0, 2)","(1, 0)","(3, 2)","(0, 3)","(4, 1)","(2, 3)"
1671.jpg,"(0, 3)","(3, 3)","(0, 1)","(2, 2)","(4, 4)","(1, 2)","(1, 0)","(0, 0)","(0, 2)","(4, 2)","(1, 2)","(1, 0)","(0, 0)","(0, 2)","(4, 2)","(4, 0)","(1, 4)","(4, 2)","(2, 0)","(3, 1)","(4, 1)","(1, 3)","(2, 4)","(2, 1)","(0, 0)"
1672.jpg,"(0, 0)","(0, 2)","(2, 1)","(4, 4)","(2, 0)","(3, 3)","(3, 4)","(4, 3)","(1, 2)","(1, 0)","(3, 3)","(3, 4)","(4, 3)","(1, 2)","(1, 0)","(3, 1)","(3, 2)","(2, 2)","(0, 1)","(2, 4)","(4, 2)","(1, 3)","(1, 0)","(2, 3)","(0, 3)"
1673.jpg,"(1, 1)","(0, 4)","(1, 2)","(2, 0)","(2, 3)","(0, 0)","(3, 4)","(0, 1)","(0, 3)","(4, 2)","(0, 0)","(3, 4)","(0, 1)","(0, 3)","(4, 2)","(3, 3)","(0, 2)","(3, 1)","(2, 2)","(4, 1)","(2, 4)","(3, 2)","(0, 0)","(1, 3)","(1, 0)"
1674.jpg,"(0, 3)","(1, 1)","(4, 0)","(1, 0)","(2, 1)","(0, 4)","(0, 0)","(1, 3)","(4, 4)","(0, 0)","(0, 4)","(0, 0)","(1, 3)","(4, 4)","(0, 0)","(0, 0)","(4, 1)","(0, 2)","(2, 3)","(4, 2)","(3, 0)","(4, 3)","(2, 2)","(3, 1)","(1, 2)"
1675.jpg,"(4, 3)","(1, 0)","(0, 0)","(1, 4)","(4, 2)","(3, 2)","(4, 1)","(0, 3)","(0, 4)","(0, 1)","(3, 2)","(4, 1)","(0, 3)","(0, 4)","(0, 1)","(1, 3)","(1, 2)","(1, 1)","(2, 2)","(2, 3)","(4, 0)","(4, 4)","(2, 1)","(3, 1)","(3, 3)"
1676.jpg,"(3, 2)","(2, 0)","(2, 3)","(4, 3)","(3, 4)","(1, 1)","(0, 1)","(2, 4)","(1, 0)","(2, 0)","(1, 1)","(0, 1)","(2, 4)","(1, 0)","(2, 0)","(1, 3)","(0, 0)","(3, 1)","(3, 0)","(0, 3)","(4, 2)","(0, 4)","(4, 1)","(2, 1)","(1, 4)"
1677.jpg,"(2, 2)","(4, 3)","(4, 0)","(4, 4)","(2, 0)","(4, 1)","(2, 4)","(0, 2)","(0, 3)","(0, 0)","(4, 1)","(2, 4)","(0, 2)","(0, 3)","(0, 0)","(4, 2)","(3, 1)","(3, 2)","(0, 4)","(2, 3)","(1, 3)","(1, 1)","(1, 2)","(0, 0)","(1, 4)"
1678.jpg,"(4, 1)","(2, 0)","(3, 3)","(0, 0)","(2, 3)","(0, 0)","(1, 3)","(3, 0)","(3, 2)","(0, 2)","(0, 0)","(1, 3)","(3, 0)","(3, 2)","(0, 2)","(1, 2)","(0, 0)","(4, 2)","(0, 3)","(4, 3)","(2, 4)","(4, 4)","(2, 1)","(4, 0)","(2, 2)"
1679.jpg,"(1, 1)","(2, 1)","(3, 3)","(3, 0)","(4, 4)","(2, 3)","(2, 0)","(4, 1)","(0, 0)","(0, 2)","(2, 3)","(2, 0)","(4, 1)","(0, 0)","(0, 2)","(3, 1)","(2, 4)","(0, 0)","(2, 2)","(0, 4)","(1, 2)","(1, 4)","(1, 3)","(4, 2)","(0, 3)"
1680.jpg,"(4, 3)","(2, 2)","(2, 0)","(0, 1)","(1, 2)","(2, 4)","(1, 0)","(0, 3)","(0, 2)","(1, 4)","(2, 4)","(1, 0)","(0, 3)","(0, 2)","(1, 4)","(4, 0)","(2, 3)","(1, 1)","(3, 1)","(0, 0)","(3, 4)","(3, 2)","(1, 3)","(0, 4)","(4, 1)"
1681.jpg,"(2, 1)","(4, 2)","(3, 3)","(0, 0)","(1, 4)","(2, 3)","(1, 2)","(3, 4)","(3, 1)","(0, 3)","(2, 3)","(1, 2)","(3, 4)","(3, 1)","(0, 3)","(4, 1)","(0, 2)","(1, 0)","(3, 0)","(2, 4)","(1, 3)","(2, 2)","(1, 1)","(0, 1)","(4, 3)"
1682.jpg,"(0, 4)","(4, 0)","(1, 3)","(1, 2)","(4, 1)","(3, 3)","(2, 2)","(0, 0)","(3, 4)","(2, 4)","(3, 3)","(2, 2)","(0, 0)","(3, 4)","(2, 4)","(2, 1)","(2, 3)","(1, 1)","(0, 1)","(0, 3)","(3, 0)","(4, 3)","(0, 2)","(3, 2)","(1, 0)"
1683.jpg,"(2, 3)","(1, 3)","(2, 2)","(0, 0)","(3, 4)","(4, 1)","(1, 1)","(1, 4)","(3, 4)","(2, 0)","(4, 1)","(1, 1)","(1, 4)","(3, 4)","(2, 0)","(2, 1)","(2, 4)","(4, 3)","(3, 2)","(0, 4)","(4, 2)","(3, 1)","(0, 3)","(0, 1)","(4, 0)"
1684.jpg,"(1, 4)","(0, 4)","(4, 3)","(4, 1)","(2, 0)","(4, 2)","(4, 4)","(0, 0)","(2, 1)","(2, 2)","(4, 2)","(4, 4)","(0, 0)","(2, 1)","(2, 2)","(0, 0)","(3, 3)","(1, 1)","(4, 0)","(3, 0)","(0, 0)","(2, 4)","(1, 3)","(0, 1)","(0, 2)"
1685.jpg,"(0, 4)","(4, 0)","(2, 2)","(4, 1)","(4, 4)","(3, 1)","(3, 4)","(1, 2)","(0, 1)","(0, 0)","(3, 1)","(3, 4)","(1, 2)","(0, 1)","(0, 0)","(3, 3)","(1, 1)","(4, 2)","(1, 0)","(3, 4)","(1, 4)","(4, 3)","(2, 0)","(0, 3)","(0, 0)"
1686.jpg,"(0, 4)","(2, 1)","(0, 2)","(2, 4)","(4, 1)","(3, 4)","(2, 0)","(3, 1)","(2, 2)","(4, 0)","(3, 4)","(2, 0)","(3, 1)","(2, 2)","(4, 0)","(1, 3)","(1, 0)","(0, 1)","(3, 3)","(3, 2)","(2, 3)","(1, 2)","(4, 4)","(3, 0)","(0, 3)"
1687.jpg,"(0, 1)","(2, 4)","(0, 4)","(4, 3)","(2, 0)","(0, 0)","(2, 1)","(0, 3)","(2, 2)","(0, 0)","(0, 0)","(2, 1)","(0, 3)","(2, 2)","(0, 0)","(1, 3)","(2, 0)","(1, 4)","(4, 2)","(3, 3)","(3, 2)","(3, 1)","(3, 0)","(1, 1)","(1, 1)"
1688.jpg,"(1, 2)","(4, 1)","(1, 0)","(1, 4)","(4, 3)","(0, 2)","(3, 0)","(0, 0)","(4, 3)","(2, 4)","(0, 2)","(3, 0)","(0, 0)","(4, 3)","(2, 4)","(3, 1)","(0, 3)","(3, 3)","(2, 3)","(0, 0)","(0, 0)","(2, 1)","(0, 0)","(0, 0)","(0, 3)"
1689.jpg,"(0, 0)","(4, 1)","(0, 0)","(0, 3)","(3, 0)","(1, 3)","(3, 2)","(4, 2)","(4, 0)","(2, 0)","(1, 3)","(3, 2)","(4, 2)","(4, 0)","(2, 0)","(2, 3)","(1, 2)","(0, 0)","(3, 1)","(0, 0)","(0, 1)","(2, 1)","(1, 0)","(0, 2)","(3, 3)"
1690.jpg,"(1, 2)","(0, 1)","(0, 4)","(0, 1)","(0, 4)","(1, 1)","(3, 3)","(3, 0)","(0, 4)","(2, 3)","(1, 1)","(3, 3)","(3, 0)","(0, 4)","(2, 3)","(3, 1)","(1, 3)","(0, 0)","(2, 1)","(4, 0)","(2, 2)","(0, 2)","(3, 2)","(4, 2)","(0, 0)"
1691.jpg,"(0, 1)","(1, 1)","(3, 2)","(0, 2)","(2, 3)","(2, 4)","(0, 0)","(4, 2)","(1, 2)","(3, 3)","(2, 4)","(0, 0)","(4, 2)","(1, 2)","(3, 3)","(0, 3)","(4, 1)","(2, 1)","(2, 2)","(1, 4)","(4, 0)","(4, 3)","(0, 4)","(3, 1)","(1, 0)"
1692.jpg,"(3, 1)","(4, 2)","(4, 0)","(3, 3)","(3, 4)","(3, 0)","(2, 2)","(1, 4)","(1, 1)","(2, 1)","(3, 0)","(2, 2)","(1, 4)","(1, 1)","(2, 1)","(1, 0)","(4, 3)","(2, 3)","(2, 4)","(1, 2)","(0, 2)","(1, 3)","(0, 0)","(3, 2)","(4, 4)"
1693.jpg,"(0, 2)","(4, 2)","(0, 4)","(0, 0)","(2, 3)","(0, 3)","(3, 4)","(1, 0)","(4, 0)","(1, 3)","(0, 3)","(3, 4)","(1, 0)","(4, 0)","(1, 3)","(4, 4)","(1, 2)","(4, 3)","(2, 1)","(0, 1)","(4, 1)","(4, 3)","(3, 3)","(3, 1)","(2, 4)"
1694.jpg,"(4, 4)","(4, 3)","(4, 1)","(0, 0)","(1, 4)","(0, 0)","(0, 3)","(4, 2)","(1, 2)","(0, 1)","(0, 0)","(0, 3)","(4, 2)","(1, 2)","(0, 1)","(0, 3)","(0, 0)","(3, 1)","(2, 0)","(0, 0)","(3, 4)","(3, 3)","(0, 0)","(0, 2)","(2, 1)"
1695.jpg,"(2, 3)","(2, 2)","(2, 4)","(4, 2)","(4, 1)","(2, 1)","(0, 0)","(1, 1)","(4, 0)","(1, 3)","(2, 1)","(0, 0)","(1, 1)","(4, 0)","(1, 3)","(0, 2)","(1, 2)","(3, 3)","(0, 1)","(0, 3)","(1, 0)","(3, 4)","(1, 4)","(3, 1)","(0, 0)"
1696.jpg,"(4, 4)","(0, 4)","(1, 0)","(4, 2)","(0, 0)","(3, 0)","(0, 4)","(3, 4)","(0, 0)","(3, 3)","(3, 0)","(0, 4)","(3, 4)","(0, 0)","(3, 3)","(0, 2)","(1, 3)","(2, 1)","(1, 1)","(2, 3)","(4, 3)","(3, 2)","(0, 0)","(0, 3)","(3, 1)"
1697.jpg,"(4, 3)","(0, 2)","(4, 1)","(1, 4)","(3, 4)","(0, 1)","(3, 3)","(4, 0)","(3, 2)","(2, 2)","(0, 1)","(3, 3)","(4, 0)","(3, 2)","(2, 2)","(1, 3)","(1, 2)","(4, 4)","(0, 4)","(2, 1)","(4, 2)","(0, 0)","(1, 1)","(0, 3)","(3, 1)"
1698.jpg,"(3, 3)","(4, 0)","(4, 3)","(3, 4)","(2, 2)","(0, 4)","(0, 0)","(0, 0)","(2, 4)","(3, 1)","(0, 4)","(0, 0)","(0, 0)","(2, 4)","(3, 1)","(0, 1)","(4, 4)","(4, 1)","(1, 4)","(0, 2)","(2, 1)","(1, 1)","(4, 2)","(1, 2)","(0, 3)"
1699.jpg,"(0, 3)","(0, 0)","(0, 0)","(2, 2)","(1, 2)","(1, 1)","(0, 0)","(3, 2)","(3, 3)","(0, 0)","(1, 1)","(0, 0)","(3, 2)","(3, 3)","(0, 0)","(1, 3)","(4, 3)","(4, 1)","(2, 3)","(2, 1)","(1, 0)","(3, 0)","(0, 1)","(4, 2)","(0, 2)"
1700.jpg,"(2, 1)","(0, 2)","(1, 2)","(2, 2)","(4, 4)","(4, 1)","(0, 3)","(2, 3)","(1, 1)","(0, 0)","(4, 1)","(0, 3)","(2, 3)","(1, 1)","(0, 0)","(2, 0)","(0, 1)","(3, 0)","(0, 0)","(1, 0)","(4, 3)","(4, 2)","(3, 2)","(0, 0)","(0, 0)"
1701.jpg,"(0, 2)","(3, 0)","(1, 2)","(4, 0)","(2, 3)","(4, 2)","(2, 4)","(3, 2)","(0, 1)","(2, 1)","(4, 2)","(2, 4)","(3, 2)","(0, 1)","(2, 1)","(1, 0)","(1, 0)","(0, 0)","(4, 4)","(1, 1)","(3, 4)","(3, 1)","(0, 2)","(4, 1)","(3, 3)"
1702.jpg,"(4, 1)","(1, 3)","(1, 0)","(0, 0)","(1, 2)","(3, 2)","(0, 0)","(4, 3)","(0, 0)","(3, 4)","(3, 2)","(0, 0)","(4, 3)","(0, 0)","(3, 4)","(2, 2)","(0, 0)","(2, 1)","(3, 3)","(4, 2)","(0, 2)","(3, 0)","(2, 0)","(1, 1)","(3, 1)"
1703.jpg,"(0, 1)","(4, 2)","(3, 3)","(0, 3)","(3, 4)","(1, 1)","(0, 0)","(3, 2)","(3, 1)","(1, 4)","(1, 1)","(0, 0)","(3, 2)","(3, 1)","(1, 4)","(1, 0)","(1, 4)","(2, 3)","(0, 2)","(2, 1)","(3, 0)","(1, 2)","(4, 4)","(2, 2)","(1, 3)"
1704.jpg,"(4, 3)","(1, 2)","(0, 3)","(2, 4)","(4, 4)","(2, 1)","(0, 0)","(3, 4)","(3, 0)","(0, 2)","(2, 1)","(0, 0)","(3, 4)","(3, 0)","(0, 2)","(3, 2)","(1, 4)","(2, 0)","(0, 4)","(1, 1)","(4, 1)","(3, 1)","(2, 3)","(3, 3)","(2, 2)"
1705.jpg,"(4, 1)","(0, 0)","(2, 3)","(1, 2)","(3, 2)","(2, 1)","(3, 3)","(0, 0)","(0, 3)","(2, 2)","(2, 1)","(3, 3)","(0, 0)","(0, 3)","(2, 2)","(0, 0)","(4, 3)","(1, 3)","(4, 4)","(1, 0)","(3, 1)","(3, 4)","(1, 1)","(0, 2)","(1, 4)"
